"bairro","location","preco","quartos","m2","corretora","data","link","pm2"
"Asa Sul ","TRECHO SCES TRECHO 04 01 QUARTO COM SU?TE - VISTA PARA O LAGO",648965.29,1,41.65,"11135",2014-01-17,"/imovel/venda-apartamento-brasilia-df-1-quarto-trecho-sces-trecho-04-501109",15581.3995198079
"Sudoeste ","SQSW 303 IMPERD?VEL! 02 QTS(STE) NASCENTE LINDO EXCTE PRE?O R",649000,2,66,"7037",2013-12-06,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqsw-303-597613",9833.33333333333
"Asa Norte ","SQN 407 A/C FGTS!!!02 GAR!!ELEVADOR!!!",649999,3,77,"5377",2014-01-27,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-407-274497",8441.54545454545
"Asa Norte ","SQN 215 LINDA VISTA!!!!A/C FGTS/ FINANCIAMENTO E FGTS!!!",649999,2,56,"5377",2014-01-27,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-215-173029",11607.125
"Asa Sul ","SQS 403 SQS 403 REFORMADO 1? ANDAR",650000,3,80,"17001",2014-01-30,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-403-1159411",8125
"Asa Sul ","SQS 403 REFORMAD?SSIMO 1 ANDAR VISTA LIVRE / 8301-7361",650000,3,80,"12180",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-403-1157721",8125
"Sudoeste ","CCSW 03 APARTAMENTO DE CANTO,CONDOM?NIO FECHADO.",650000,2,69,"7703",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-ccsw-03-1089746",9420.28985507246
"Asa Sul ","SQS 404 ** APARTAMENTO AMPLO E NASCENTE**",650000,3,90,"7107",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-404-839356",7222.22222222222
"Sudoeste ","CLSW 300A ",650000,1,75,"9500",2014-01-29,"/imovel/venda-apartamento-brasilia-df-1-quarto-clsw-300a-1160627",8666.66666666667
"Asa Sul ","SQS 407 BLOCO U ",650000,2,80,"11127",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-407-bloco-u-711654",8125
"Sudoeste ","QRSW 01 BLOCO A-011 VAZADO DE CANTO E NASCENTE, DESOCUPADO",650000,2,89,"4789",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-qrsw-01-bloco-a011-1160741",7303.37078651685
"Sudoeste ","QRSW 01 ",650000,3,89,"17001",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-qrsw-01-1057260",7303.37078651685
"Noroeste ","SQNW 309 - MORE NO NOROESTE AGORA! 9144-7676",650000,2,70.34,"16964",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqnw-378249",9240.83025305658
"Asa Sul ","SQS 215 REFORMADO!!!!",650000,2,73.83,"3384",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-215-1158176",8804.0092103481
"Asa Norte ","SQN 415 BLOCO J ",650000,3,76,"9915",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-415-bloco-j-835160",8552.63157894737
"Sudoeste ","SQSW 101 APTO LINDO!!!REFORMADISSIMO-ENTRAR E MORAR-8110-4776",650000,2,62.5,"11476",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqsw-101-1160739",10400
"Sudoeste ","SQSW 101 BLOCO H 6? ANDAR",650000,2,62.5,"9508",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqsw-101-bloco-h-1085646",10400
"Asa Norte ","SQN 211 BLOCO G ",650000,2,70,"6334",2014-01-27,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-211-bloco-g-1163550",9285.71428571429
"Asa Norte ","SQN 411 BLOCO L ",650000,3,92,"20596",2014-01-27,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-411-bloco-l-1163374",7065.21739130435
"Asa Norte ","SQN 411 BLOCO L ",650000,3,92,"20596",2014-01-27,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-411-bloco-l-1163367",7065.21739130435
"Asa Norte ","SQN 216 BLOCO J ",650000,2,70,"3452",2014-01-26,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-216-bloco-j-1157197",9285.71428571429
"Asa Sul ","SQS 404 - REFORMADO 1?ANDAR",650000,3,88,"13933",2014-01-25,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-404-977002",7386.36363636364
"Asa Norte ","SETOR SHTN BRISAS DO LAGO - EXCELENTE FLAT! FINO ACABAMENTO!",650000,1,40.46,"13880",2014-01-25,"/imovel/venda-apartamento-brasilia-df-1-quarto-setor-shtn-1163031",16065.2496292635
"Asa Norte ","SQN 415 ",650000,3,80,"7925",2014-01-25,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-415-768016",8125
"Asa Norte ","SQN 116 BLOCO F ",650000,2,67,"16359",2014-01-23,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-116-bloco-f-1155262",9701.49253731343
"Asa Sul ","SQS 404 BLOCO P ",650000,3,88,"13247",2014-01-22,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-404-bloco-p-949837",7386.36363636364
"Asa Sul ","SQS 405 1O ANDAR",650000,3,82,"18175",2014-01-22,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-405-1161949",7926.82926829268
"Asa Sul ","SQS 406 BLOCO L EXCELENTE APTO VISTA LIVRE",650000,3,76,"10763",2014-01-22,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-406-bloco-l-1161497",8552.63157894737
"Asa Sul ","SQS 402 BLOCO B ",650000,3,97,"5504",2014-01-20,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-402-bloco-b-565249",6701.03092783505
"Asa Sul ","SQS 410 PILOTIS, CANTO , REFORMADO, AC. FINANCIAMENTO.",650000,3,85,"18066",2014-01-18,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-410-1069466",7647.05882352941
"Asa Norte ","SQN 314 - REFORMADO!!!",650000,2,71.97,"3545",2014-01-18,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-314-855301",9031.54091982771
"Sudoeste ","SQSW 504 LINDO APT REFORMADO C/ VISTA PANOR?MICA",650000,2,67,"11983",2014-01-16,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqsw-504-617579",9701.49253731343
"Noroeste ","CLNW 10/11 STYLO (BLOCO B) - ARM?RIOS",650000,2,73.62,"12846",2014-01-15,"/imovel/venda-apartamento-brasilia-df-2-quartos-clnw-10-11-921601",8829.12252105406
"Sudoeste ","SQSW 303 - NASCENTE, VISTA LIVRE.",650000,2,73,"15594",2014-01-15,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqsw-303-537148",8904.1095890411
"Sudoeste ","SQSW 105 BLOCO E ",650000,2,61.61,"16506",2014-01-14,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqsw-105-bloco-e-993537",10550.235351404
"Asa Sul ","SQS 407 BLOCO U ",650000,2,79,"925",2014-01-13,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-407-bloco-u-1069660",8227.84810126582
"Asa Norte ","SQN 215 ",650000,2,74,"7037",2014-01-12,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-215-997133",8783.78378378378
"Asa Sul ","TRECHO SCES TRECHO 04 BRISAS DO LAGO",650000,1,48.56,"11145",2014-01-10,"/imovel/venda-apartamento-brasilia-df-1-quarto-trecho-sces-trecho-04-995667",13385.5024711697
"Sudoeste ","CCSW 03 ED. PORTO FELIZ",650000,2,61,"1958",2014-01-09,"/imovel/venda-apartamento-brasilia-df-2-quartos-ccsw-03-830790",10655.737704918
"Sudoeste ","QRSW 04 AO LADO PAO DE A?UCAR ! 100% REFORMADO;LINDO!",650000,2,86,"7353",2014-01-08,"/imovel/venda-apartamento-brasilia-df-2-quartos-qrsw-04-1066828",7558.13953488372
"Asa Norte ","SQN 312 VIEIRA TORRES VENDE. C/ GARAGEM NICE 8493-1601",650000,3,90,"11018",2014-01-07,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-312-583555",7222.22222222222
"Asa Sul ","SQS 413 GRANDE E COM ELEVADOR !",650000,3,96,"4996",2014-01-02,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-413-1156949",6770.83333333333
"Asa Norte ","SQN 415 * VISTA LIVRE * NASCENTE * VAZADO *",650000,3,83.5,"5915",2013-12-30,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-415-1050072",7784.43113772455
"Sudoeste ","SQSW 105 - NASCENTE - DESOCUPADO",650000,2,61,"13933",2013-12-30,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqsw-105-946341",10655.737704918
"Asa Norte ","SQN 406 BLOCO H LINDO-REFORMADO-",650000,3,80,"5386",2013-12-23,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-406-bloco-h-1035130",8125
"Sudoeste ","QRSW 03 VAZADO, CONSULTORIA COMPLETA!!!",650000,2,60,"9025",2013-12-11,"/imovel/venda-apartamento-brasilia-df-2-quartos-qrsw-03-356328",10833.3333333333
"Sudoeste ","SQSW 504 PORCELANATO. TROCA POR APTO MAIOR VALOR",650000,2,67,"20081",2013-12-08,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqsw-504-676843",9701.49253731343
"Sudoeste ","SQSW 504 NASCENTE,REFORMADO,ARM?RIOS 8121-5427",655000,2,64,"19420",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqsw-504-811133",10234.375
"Asa Norte ","SQN 215 BLOCO F 2 QTOS, VISTA LIVRE",655000,2,70,"16711",2014-01-21,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-215-bloco-f-1161243",9357.14285714286
"Sudoeste ","CCSW 02 REFORMADO!?REA DE LAZER E ACADEMIA!ACEITA APTO DE 3 O",655000,2,63,"7550",2014-01-15,"/imovel/venda-apartamento-brasilia-df-2-quartos-ccsw-02-711643",10396.8253968254
"Asa Sul ","SQS 416 BLOCO R ",655000,3,90.81,"8012",2013-12-15,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-416-bloco-r-1149970",7212.86201960137
"Asa Norte ","SQN 410 REFORMADO 8633-4369",659000,3,95,"11476",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-410-583740",6936.84210526316
"Asa Sul ","TRECHO SCES TRECHO 04 ",660000,1,47,"11000",2014-01-30,"/imovel/venda-apartamento-brasilia-df-1-quarto-trecho-sces-trecho-04-1155484",14042.5531914894
"Asa Sul ","SQS 415 FEROLA VENDE EXCLUSIVO 9126-9022",660000,3,100,"11476",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-415-1156860",6600
"Sudoeste ","SQSW 104 ",660000,2,65,"4998",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqsw-104-1020037",10153.8461538462
"Sudoeste ","SQSW 105 VIA MADRI - NASCENTE E REFORMADO!!",660000,2,65,"4996",2014-01-24,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqsw-105-1162278",10153.8461538462
"Sudoeste ","QRSW 01 BLOCO A-011 ?TIMA LOCALIZA??O",660000,2,89,"6614",2014-01-24,"/imovel/venda-apartamento-brasilia-df-2-quartos-qrsw-01-bloco-a011-1158301",7415.73033707865
"Asa Sul ","SQS 411 BLOCO L ",660000,3,80,"20999",2014-01-23,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-411-bloco-l-1097364",8250
"Asa Norte ","SETOR SHTN TRECHO 2 LOTE 3 ",660000,1,46,"11924",2014-01-21,"/imovel/venda-apartamento-brasilia-df-1-quarto-setor-shtn-trecho-2-lote-3-729944",14347.8260869565
"Asa Norte ","SQN 310 BLOCO A ",660000,2,69.14,"5330",2014-01-20,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-310-bloco-a-1002539",9545.84900202488
"Asa Norte ","SHCGN 713 BLOCO H ",660000,3,112,"3699",2014-01-07,"/imovel/venda-apartamento-brasilia-df-3-quartos-shcgn-713-bloco-h-524361",5892.85714285714
"Asa Sul ","SQS 406 BLOCO L ",660000,3,80.73,"8192",2014-01-04,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-406-bloco-l-919527",8175.39947974731
"Asa Sul ","SQS 411 ",660000,3,80,"5295",2013-12-31,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-411-1057093",8250
"Asa Sul ","SQS 415 BLOCO H ",660000,3,115,"20162",2013-12-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-415-bloco-h-1156526",5739.13043478261
"Noroeste ","SQNW 108 BLOCO G BOSSA NOVA 2QTOS PRONTO MORAR LAZER COMPLETO",660000,2,73.5,"9669",2014-01-24,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqnw-108-bloco-g-1148519",8979.59183673469
"Sudoeste ","SQSW 104 OPORTUNIDADE! ACEITA AP.3Q.P.PILOTO",665000,2,65,"15045",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqsw-104-1080361",10230.7692307692
"Noroeste ","SQNW 308 BOSSA NOVA 2QTOS PRONTO MORAR MELHOR CUSTO BENEFICIO",665000,2,73,"9669",2014-01-21,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqnw-308-1161694",9109.58904109589
"Asa Norte ","SQN 313 DE CANTO / 9232-4947",670000,2,70,"12180",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-313-1159025",9571.42857142857
"Sudoeste ","QRSW 01 BLOCO A-011 VAZADO DE CANTO E NASCENTE, DESOCUPADO",670000,2,89,"4789",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-qrsw-01-bloco-a011-1162489",7528.08988764045
"Asa Norte ","SQN 402 - LINDO APARTAMENTO MOBILIADO",670000,2,57,"5936",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-402-1163815",11754.3859649123
"Asa Norte ","SQN 216 OPORTUNIDADE APT. CANTO",670000,2,70,"19608",2014-01-20,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-216-995876",9571.42857142857
"Asa Norte ","SQN 313 ",670000,2,70,"18597",2014-01-20,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-313-1157877",9571.42857142857
"Sudoeste ","CCSW 03 LINDO!!!REFORMADO!!!COM ?RM. COZ.",670000,2,64,"7037",2014-01-18,"/imovel/venda-apartamento-brasilia-df-2-quartos-ccsw-03-1002510",10468.75
"Sudoeste ","SQSW 105 DESOCUPADO, NASCENTE!!!",670000,2,62,"9025",2013-12-30,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqsw-105-117264",10806.4516129032
"Asa Sul ","SQS 404 REFORMADO FINO ACABAMENTO 8125-8765",670000,3,88,"12180",2013-12-16,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-404-868429",7613.63636363636
"Sudoeste ","CCSW 03 PORTO FELIZ_DESOCUPADO",670000,2,63,"7063",2013-12-14,"/imovel/venda-apartamento-brasilia-df-2-quartos-ccsw-03-1147250",10634.9206349206
"Asa Sul ","SQS 403 ",670000,3,85,"3889",2013-12-02,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-403-268066",7882.35294117647
"Noroeste ","SQNW 309 BLOCO J ",673000,2,75,"20762",2013-12-30,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqnw-309-bloco-j-1155990",8973.33333333333
"Asa Sul ","SQS 312 ?TIMO APARTAMENTO 8408-4788",675000,2,68,"19420",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-312-880094",9926.47058823529
"Sudoeste ","SQSW 104 BLOCO G TROCO X 3 QTS VOLTO DIFEREN?A",675000,2,65,"365",2014-01-27,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqsw-104-bloco-g-1158660",10384.6153846154
"Sudoeste ","QRSW 04 RARIDADE!!VAGA/ELEVADOR/2SU?TES/REFOR/8633-4369",679000,2,80.6,"11476",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-qrsw-04-1066920",8424.31761786601
"Noroeste ","SQNW 309 BLOCO K ",679000,2,75,"20762",2014-01-05,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqnw-309-bloco-k-1156001",9053.33333333333
"Asa Sul ","SQS 312 IMPERD?VEL ! 02 QTOS + ?REA SERVI?O QUADRA NOBRE EXCT",679000,2,68,"7037",2013-12-30,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-312-685670",9985.29411764706
"Asa Sul ","TRECHO SCES TRECHO 04 BRISAS DO LAGO 48,43M? NASCENTE",679018.56,1,48.43,"9966",2014-01-03,"/imovel/venda-apartamento-brasilia-df-1-quarto-trecho-sces-trecho-04-288315",14020.6186248193
"Asa Norte ","SQN 402 ELEVADOR!!! GAR! A/C IM?VEL EM ?GUAS CLARAS!",679999,2,68,"5377",2014-01-24,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-402-264012",9999.98529411765
"Asa Norte ","SQN 312 ",680000,3,104,"17001",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-312-1104869",6538.46153846154
"Asa Norte ","SQN 402 CANTO, ELEVADOR E GARAGEM",680000,2,75,"19975",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-402-1057095",9066.66666666667
"Asa Sul ","SQS 108 BLOCO D ",680000,2,92,"4378",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-108-bloco-d-1163304",7391.30434782609
"Asa Norte ","SQN 312 BLOCO H EXCELENTE DESCONTO SE FOR ? VISTA!",680000,3,90,"16329",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-312-bloco-h-848355",7555.55555555556
"Sudoeste ","SQSW 105 ",680000,2,68,"7703",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqsw-105-484074",10000
"Asa Norte ","SQN 312 ** EXCELENTE, 01 VAGA DE GARAGEM NA ESCRITURA**",680000,3,80,"7107",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-312-826956",8500
"Asa Sul ","SQS 406 BLOCO U REFORMADISSIMO",680000,3,85,"3304",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-406-bloco-u-665038",8000
"Asa Norte ","SQN 215 BLOCO G ",680000,2,68,"17001",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-215-bloco-g-1002341",10000
"Asa Norte ","SQN 312 ",680000,3,104,"17001",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-312-796520",6538.46153846154
"Noroeste ","SQNW 309 - MORE NO NOROESTE AGORA! 9144-7676",680000,2,70.34,"16964",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqnw-378845",9667.33011088996
"Noroeste ","SQNW 309 BLOCO H PIGOT / REGENT  / SANCY",680000,2,70,"16381",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqnw-309-bloco-h-912857",9714.28571428571
"Sudoeste ","CCSW 01 APT REFORMADO NASCENTE SUDOESTE",680000,2,65,"11983",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-ccsw-01-1092057",10461.5384615385
"Asa Norte ","SQN 107 9975-5600/9908-5600",680000,2,65,"16005",2014-01-27,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-107-725270",10461.5384615385
"Asa Norte ","SQN 313 GARAGEM, MUITO BOM!!",680000,2,68,"18066",2014-01-27,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-313-368955",10000
"Asa Norte ","SQN 114 NASCENTE, DESOCUPADO, 02 QTOS + DCE.",680000,2,82,"11018",2014-01-27,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-114-854081",8292.68292682927
"Asa Norte ","SQN 409 ",680000,4,100,"4617",2014-01-27,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqn-409-1163275",6800
"Noroeste ","SQNW 309 BLOCO J INFINITE PRONTO PARA MORAR VISTA LIVRE NASCE",680000,2,75,"10893",2014-01-24,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqnw-309-bloco-j-1149890",9066.66666666667
"Sudoeste ","CCSW 04 PORTO PARATI_NASCENTE E ANDAR ALTO",680000,2,71,"7063",2014-01-23,"/imovel/venda-apartamento-brasilia-df-2-quartos-ccsw-04-1101653",9577.46478873239
"Asa Norte ","SQN 402 ACEITA TROCA POR APTO. A. CLARAS, CA L. NORTE E GUAR?",680000,2,75,"10869",2014-01-23,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-402-1087540",9066.66666666667
"Asa Norte ","SETOR SHTN PREMIER RESIDENCE VISTA P/ LAGO",680000,2,63,"17268",2014-01-22,"/imovel/venda-apartamento-brasilia-df-2-quartos-setor-shtn-1001132",10793.6507936508
"Sudoeste ","QRSW 04 - REF.2STE + M?VEIS, ELEV, VG SUBSOLO!!!",680000,2,80,"7421",2014-01-22,"/imovel/venda-apartamento-brasilia-df-2-quartos-qrsw-04-1149662",8500
"Asa Norte ","SQN 313 N?O PERCA!! 6? ANDAR, DE CANTO  COM GARAGEM",680000,2,70,"11983",2014-01-22,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-313-327891",9714.28571428571
"Asa Sul ","SQS 406 :: SQS 406 - 2 QTOS / ARM?RIOS / ELEVADOR / VAZADO",680000,2,80,"11763",2014-01-20,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-406-1156578",8500
"Asa Norte ","SQN 409 ",680000,4,100,"3889",2014-01-07,"/imovel/venda-apartamento-brasilia-df-4-quartos-sqn-409-264721",6800
"Asa Norte ","SQN 114 ",680000,2,83,"13880",2014-01-06,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-114-1063864",8192.77108433735
"Asa Norte ","SQN 114 - NASCENTE - COM COBERTURA",680000,2,82,"13933",2014-01-03,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-114-976410",8292.68292682927
"Asa Norte ","SQN 114 1? ANDAR",680000,2,82,"12268",2014-01-02,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-114-832696",8292.68292682927
"Asa Norte ","SQN 211 NASCENTE- VISTA LIVRE",680000,2,66,"358",2013-12-23,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-211-1054662",10303.0303030303
"Noroeste ","SQNW 109 APTOS DE 02 E 03 QTS - A PARTIR DE 680 MIL",680000,2,71,"10930",2013-12-23,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqnw-109-816670",9577.46478873239
"Asa Norte ","SQN 408 BLOCO K PRIMEIRO ANDAR",680000,3,98,"1750",2013-12-11,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-408-bloco-k-1147165",6938.77551020408
"Asa Norte ","SQN 402 - DE CANTO,ELEVADOR E GARAGEM! ACEITA AP DE 1 QTO",680000,2,75,"9476",2013-12-09,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-402-1013638",9066.66666666667
"Asa Norte ","SQN 312 - REFORMADO (FOTOS EM BREVE)",683000,3,95.49,"305",2014-01-20,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-312-1024140",7152.58142213844
"Asa Sul ","SQS 405 ",685000,3,79,"2146",2014-01-14,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-405-1159652",8670.88607594937
"Asa Norte ","SQN 312 - REFORMADO - ELEVADOR - 3 QTS",685000,3,96,"13933",2013-12-23,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-312-1155998",7135.41666666667
"Asa Norte ","SQN 316 BLOCO E OTIMO APARTAMENTO!!",685000,3,83,"2117447",2013-12-03,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-316-bloco-e-1101663",8253.01204819277
"Noroeste ","SQNW 309 INFINITE 2QTOS 2SU?TES LAZER COMPLETO MELHOR PREDIO",685000,2,75,"9669",2014-01-15,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqnw-309-1028914",9133.33333333333
"Asa Norte ","SQN 203 OPORTUNIDADE,VAZADO,VISTA LIVRE 8633-4369",689000,2,80,"11476",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-203-672849",8612.5
"Asa Norte ","SQN 114 BLOCO G TEL: (61) 9161-3845",690000,2,84,"18584",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqn-114-bloco-g-1156552",8214.28571428571
"Asa Norte ","SQN 404 VAZADO E REFORMADO-CORRETORES DE PLANT?O.",690000,3,78,"14522",2014-01-29,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqn-404-1161163",8846.15384615385
"Sudoeste ","SQSW 105 LINDO APTO - PRIME BRAS?LIA VENDE 8408-4788",690000,2,62,"19420",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqsw-105-1159492",11129.0322580645
"Sudoeste ","SQSW 303 FEROLA VENDE EXCLUSIVO P/REFORMA 9126-9022",690000,2,70,"11476",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqsw-303-1035162",9857.14285714286
"Sudoeste ","SQSW 303 BLOCO B APTO 2 QUARTOS COM SU?TE - 1 VAGA",690000,2,72.88,"13579",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqsw-303-bloco-b-699501",9467.61800219539
"Asa Sul ","SQS 408 LINDO , NASCENTE , REFORMADO",690000,3,112,"11397",2014-01-28,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-408-1001180",6160.71428571429
"Asa Sul ","SQS 408 BLOCO P VISTA LIVRE",690000,3,112,"13141",2014-01-26,"/imovel/venda-apartamento-brasilia-df-3-quartos-sqs-408-bloco-p-1163181",6160.71428571429
"Asa Sul ","SQS 116 BLOCO J VISTA LIVRE",690000,2,67,"13141",2014-01-26,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-116-bloco-j-1163180",10298.5074626866
"Noroeste ","SQNW 309 BLOCO G REGENT - AC FGTS EXCELENTE  CUSTOXBENEFICIO",690000,2,70,"12184",2014-01-25,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqnw-309-bloco-g-1156172",9857.14285714286
"Asa Sul ","TRECHO SCES TRECHO 04 BRISAS DO LAGO! AGENDE SUA VISITA 9144-",690000,1,64.62,"16964",2014-01-25,"/imovel/venda-apartamento-brasilia-df-1-quarto-trecho-sces-trecho-04-1073604",10677.808727948
"Asa Norte ","SETOR SHTN BRISAS DO LAGO!! AGENDE SUA VISITA 9144-7676",690000,1,64.62,"16964",2014-01-24,"/imovel/venda-apartamento-brasilia-df-1-quarto-setor-shtn-1078107",10677.808727948
